surface_form,match_kind,canonical_display_name,canonical_name,concept_id,entity_type,stakeholder_role,parent_display_name,org_level,industry_code,match_mode,is_active
Vietsovpetro,variant,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
LD Vietsovpetro,slang,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
VSPetro,slang,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
lien doanh Vietsovpetro,slang,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
LiêndoanhViệt-NgaVietsovpetro,typo,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
lien doanh viet - nga vietsovpetro,typo,VSP,Liên doanh Việt - Nga Vietsovpetro,oilgas:ent:vsp,organization,PARTNER,,partner,ENERGY,contains,TRUE
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,canonical,Vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,oilgas:ent:tap_oan_cong_nghiep_than_khoang_san_viet_nam,organization,PARTNER,,partner,ENERGY,contains,TRUE
Vinacomin,official,Vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,oilgas:ent:tap_oan_cong_nghiep_than_khoang_san_viet_nam,organization,PARTNER,,partner,ENERGY,contains,TRUE
TậpđoànCôngnghiệpThan-KhoángsảnViệtNam,typo,Vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,oilgas:ent:tap_oan_cong_nghiep_than_khoang_san_viet_nam,organization,PARTNER,,partner,ENERGY,contains,TRUE
tap đoan cong nghiep than - khoang san viet nam,typo,Vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,oilgas:ent:tap_oan_cong_nghiep_than_khoang_san_viet_nam,organization,PARTNER,,partner,ENERGY,contains,TRUE
vinacomin,typo,Vinacomin,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,oilgas:ent:tap_oan_cong_nghiep_than_khoang_san_viet_nam,organization,PARTNER,,partner,ENERGY,contains,TRUE
Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,canonical,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
Wood Mackenzie,official,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
WoodMackenzie,typo,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
WoodMackenzie-tổchứcdựbáonănglượngquốctế,typo,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
wood mackenzie,typo,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
wood mackenzie - to chuc du bao nang luong quoc te,typo,Wood Mackenzie,Wood Mackenzie - tổ chức dự báo năng lượng quốc tế,oilgas:ent:wood_mackenzie_to_chuc_du_bao_nang_luong_quoc_te,organization,PARTNER,,partner,ENERGY,contains,TRUE
Công ty CP Nhiên liệu bay Petrolimex,canonical,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
Nhiên liệu bay Petrolimex,official,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
CôngtyCPNhiênliệubayPetrolimex,typo,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
NhiênliệubayPetrolimex,typo,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
cong ty cp nhien lieu bay petrolimex,typo,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
nhien lieu bay petrolimex,typo,Nhiên liệu bay Petrolimex,Công ty CP Nhiên liệu bay Petrolimex,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
Tổng công ty Vận tải thủy Petrolimex,canonical,PGT,Tổng công ty Vận tải thủy Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
PGT,official,PGT,Tổng công ty Vận tải thủy Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
TổngcôngtyVậntảithủyPetrolimex,typo,PGT,Tổng công ty Vận tải thủy Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
tong cong ty van tai thuy petrolimex,typo,PGT,Tổng công ty Vận tải thủy Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
Tổng công ty Dịch vụ Xăng dầu Petrolimex,canonical,PTC,Tổng công ty Dịch vụ Xăng dầu Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
PTC,official,PTC,Tổng công ty Dịch vụ Xăng dầu Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
TổngcôngtyDịchvụXăngdầuPetrolimex,typo,PTC,Tổng công ty Dịch vụ Xăng dầu Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
tong cong ty dich vu xang dau petrolimex,typo,PTC,Tổng công ty Dịch vụ Xăng dầu Petrolimex,nan,organization,COMPETITOR,PLX,partner,ENERGY,contains,TRUE
Petrolimex Lào,official,Petrolimex Lào,Petrolimex Lào,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
PetrolimexLào,typo,Petrolimex Lào,Petrolimex Lào,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
petrolimex lao,typo,Petrolimex Lào,Petrolimex Lào,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
Petrolimex Singapore,official,Petrolimex Singapore,Petrolimex Singapore,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
PetrolimexSingapore,typo,Petrolimex Singapore,Petrolimex Singapore,nan,organization,COMPETITOR,,partner,ENERGY,contains,TRUE
mobifone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobifone,organization,SELF,,group,TELECOM,contains,TRUE
mobi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi,organization,SELF,,group,TELECOM,contains,TRUE
mobilfon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilfon,organization,SELF,,group,TELECOM,contains,TRUE
mobifon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobifon,organization,SELF,,group,TELECOM,contains,TRUE
"mbf,sim",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mbf_sim,organization,SELF,,group,TELECOM,contains,TRUE
mobilefon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilefon,organization,SELF,,group,TELECOM,contains,TRUE
mobilphone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilphone,organization,SELF,,group,TELECOM,contains,TRUE
mobiphone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiphone,organization,SELF,,group,TELECOM,contains,TRUE
mobilphon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilphon,organization,SELF,,group,TELECOM,contains,TRUE
mobiphon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiphon,organization,SELF,,group,TELECOM,contains,TRUE
mobilphôn,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilphon,organization,SELF,,group,TELECOM,contains,TRUE
mobiphôn,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiphon,organization,SELF,,group,TELECOM,contains,TRUE
mobipon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobipon,organization,SELF,,group,TELECOM,contains,TRUE
mobipone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobipone,organization,SELF,,group,TELECOM,contains,TRUE
mobilepone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilepone,organization,SELF,,group,TELECOM,contains,TRUE
mobifoon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobifoon,organization,SELF,,group,TELECOM,contains,TRUE
mobiphoon,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiphoon,organization,SELF,,group,TELECOM,contains,TRUE
mobilfone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilfone,organization,SELF,,group,TELECOM,contains,TRUE
mobilefone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobilefone,organization,SELF,,group,TELECOM,contains,TRUE
mô bi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mo_bi,organization,SELF,,group,TELECOM,contains,TRUE
mobi3g,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi3g,organization,SELF,,group,TELECOM,contains,TRUE
mobi4g,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi4g,organization,SELF,,group,TELECOM,contains,TRUE
Vnmobifone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_vnmobifone,organization,SELF,,group,TELECOM,contains,TRUE
witalk,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_witalk,organization,SELF,,group,TELECOM,contains,TRUE
MyMobiFone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mymobifone,organization,SELF,,group,TELECOM,contains,TRUE
MobiGold,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobigold,organization,SELF,,group,TELECOM,contains,TRUE
MobiCard,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobicard,organization,SELF,,group,TELECOM,contains,TRUE
MobiQ,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiq,organization,SELF,,group,TELECOM,contains,TRUE
MobiF,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobif,organization,SELF,,group,TELECOM,contains,TRUE
Mobi365,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi365,organization,SELF,,group,TELECOM,contains,TRUE
MobiEZ,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiez,organization,SELF,,group,TELECOM,contains,TRUE
mobifoneGo,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobifonego,organization,SELF,,group,TELECOM,contains,TRUE
3gmobi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_3gmobi,organization,SELF,,group,TELECOM,contains,TRUE
4gmobi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_4gmobi,organization,SELF,,group,TELECOM,contains,TRUE
"mobie,mạng",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobie_mang,organization,SELF,,group,TELECOM,contains,TRUE
"mobie,cước",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobie_cuoc,organization,SELF,,group,TELECOM,contains,TRUE
"mobie,sóng",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobie_song,organization,SELF,,group,TELECOM,contains,TRUE
Mobipay,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobipay,organization,SELF,,group,TELECOM,contains,TRUE
MobiFonePay,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobifonepay,organization,SELF,,group,TELECOM,contains,TRUE
mobipayy,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobipayy,organization,SELF,,group,TELECOM,contains,TRUE
mymobifone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mymobifone,organization,SELF,,group,TELECOM,contains,TRUE
"mbf,mạng",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mbf_mang,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, môbai",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_mobai,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, Mô bai phôn",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_mo_bai_phon,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, Mô bi phôn",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_mo_bi_phon,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, Môbaiphôn",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_mobaiphon,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, Môbiphôn",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_mobiphon,organization,SELF,,group,TELECOM,contains,TRUE
Mobyfone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobyfone,organization,SELF,,group,TELECOM,contains,TRUE
Mobile Internet,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobile_internet,organization,SELF,,group,TELECOM,contains,TRUE
Amobi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_amobi,organization,SELF,,group,TELECOM,contains,TRUE
DV Mobilytix,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_dv_mobilytix,organization,SELF,,group,TELECOM,contains,TRUE
EduMobi,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_edumobi,organization,SELF,,group,TELECOM,contains,TRUE
Mobi Radio,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi_radio,organization,SELF,,group,TELECOM,contains,TRUE
MobiClip,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiclip,organization,SELF,,group,TELECOM,contains,TRUE
Mobile TV,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobile_tv,organization,SELF,,group,TELECOM,contains,TRUE
MobiStore,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobistore,organization,SELF,,group,TELECOM,contains,TRUE
Thính Mobile,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_thinh_mobile,organization,SELF,,group,TELECOM,contains,TRUE
Gói cước Mobi263,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_goi_cuoc_mobi263,organization,SELF,,group,TELECOM,contains,TRUE
MobiBIG,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobibig,organization,SELF,,group,TELECOM,contains,TRUE
MobiBIGT,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobibigt,organization,SELF,,group,TELECOM,contains,TRUE
MegaMeeting,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_megameeting,organization,SELF,,group,TELECOM,contains,TRUE
Mobi4U,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobi4u,organization,SELF,,group,TELECOM,contains,TRUE
MOBIDATA,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobidata,organization,SELF,,group,TELECOM,contains,TRUE
Mobiistar,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobiistar,organization,SELF,,group,TELECOM,contains,TRUE
MobiKid,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobikid,organization,SELF,,group,TELECOM,contains,TRUE
Mobizone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_mobizone,organization,SELF,,group,TELECOM,contains,TRUE
My Mobifone,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_my_mobifone,organization,SELF,,group,TELECOM,contains,TRUE
Witalk,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_witalk,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, chuyển đến",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_chuyen_en,organization,SELF,,group,TELECOM,contains,TRUE
"Nhà mạng, chuyển đi",variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_nha_mang_chuyen_i,organization,SELF,,group,TELECOM,contains,TRUE
MEETIK,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_meetik,organization,SELF,,group,TELECOM,contains,TRUE
MeeLove,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_meelove,organization,SELF,,group,TELECOM,contains,TRUE
umee,variant,MobiFone,Tổng công ty Viễn thông MobiFone,telco:ent:mobifone_umee,organization,SELF,,group,TELECOM,contains,TRUE
